job_category_id,company_id,approval_by_admin,comment_on_not_approved,employment_type,title,description,location_id,created_at,updated_at
15,4,TRUE,null,Full Time,Assistant Research Officer,"Job Responsibilities: Perform enzymatic assays to evaluate the enzyme activity. Performing routine molecular cloning, PCR, plasmid construction. Evaluate the use of enzymes in food or production of oleochemicals Active discussion on the project work Job Requirements: Bachelor's degree?in Biochemistry, Bioengineering, Biological Sciences or other related fields. Prefer to have 1-2 year experience in Molecular biology or protein engineering work. Good communication skills and a team player. Ability to work independently",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,4,TRUE,null,Full Time,Senior Business System Analyst,"Provide on-going SAP application technical and functional support primarily in areas of MM and SD. Perform detail systems analysis and provides solutions for system improvements. Able to work with all aspects of SAP RICEF and is expected to help with queries relating to daily operational transactions, reports, interfaces, enhancements, ALE/iDoc, Conversions, forms, Web DynPro etc Work well with team members in areas of SAP application maintenance as well as IT projects. Ensure all developments are audit and security complaint in accordance to IT policies and guidelines. Analyse business information and work independently from requirement gathering workshops to UAT and deployment to production. Design and develop integration solutions for data exchanges with other IT applications across various regions. Communicate and work closely with key business stakeholders on systems and process improvements.",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,5,TRUE,null,Full Time,Lead Software Engineer,"As a Lead Engineer across our data platform teams, you would be responsible for designing, implementing, rolling out, and evangelizing the next generation of streaming, stream processing, and segmentation platforms at Grab. The Day-to-Day Activities. Own data platforms that are built to meet functional and non-functional requirements of our engineering customers and the business. Design and build APIs, interfaces, and database schemas to ensure scalability, maintainability, and performance across the realtime data services domain. Design, implement, instrument, and deploy highly available services with tight SLAs, and champion for operational excellence across initiatives. Lead Collaboration with stakeholders across teams and roles, to identify and resolve ambiguous, multi dimensional business, legal, and product needs to ensure data platform architectures are not just performant and usable, but also compliant. Work with the engineering team to explore and create new design / architectures geared towards scale and performance. Mentor junior engineers. Participate in interview loops to help Grab continue hiring top industry talent.The Must-Haves. A degree in Computer Science, Software Engineering, Information Technology or related fields. 7+ years of experience in software engineering in a distributed systems environment. Prior experience designing, implementing, and deploying large scale data intensive architectures to production. Strong Computer Science fundamentals in algorithms and data structures Knowledge and expertise in distributed systems design and internals. Possess excellent communication, sharp analytical abilities with proven design skills, able to think critically of the current system in terms of growth and stability.You can be a good coder in any language (C++, C, Java, Scala, Rust, Haskell, OCaml, Erlang, Python, Ruby, PHP, Node.JS, C# etc.), but willing to work on Golang. Experience with any / all of Kafka, Flink, Kubernetes, Spark, ScyllaDB, and / or managed cloud services (specifically, AWS and Azure) is a strong plus.",3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,5,TRUE,null,Full Time,Senior Data Engineer,"Get to know the Role. Data Engineers in Grab get to work on one of the largest and fastest growing datasets of any company in South East Asia. We operate in a challenging, fast paced and ever changing environment that will push you to grow and learn. You will be involved in various areas of Grab Data Ecosystem including reporting & analytics, data infrastructure, and various other data services that are integral parts of Grab overall technical stack. The Day-to-Day Activities. Build, deploy and manage big data tools with solid devops functions. Be able to manage.CI/CD pipelines and terraform as well as cloud infrastructure. Deep understanding of the different data formats and table formats in distributed data processing and data storage: Data Formats: Parquet, Avro, ORC, Arrow. Open Table Formats: Delta Lake, Iceberg, Hudi and Hive. Streamline data access and security to enable data scientists, analysts and backend engineers to easily access data whenever they need to. Developing automation framework using programming languages such as python and automate the big data workflows such as ingestion, aggregation, ETL processing etc. Maintain and optimize the performance of our data analytics infrastructure to ensure accurate, reliable and timely delivery of key insights for decision making. Run Modern high performance analytical databases, with Solid understanding of distributed computing, and be able to build out scalable and reliable ETL pipelines and processes to ingest data from a large number and variety of data sources with high performance analytical databases and computation engines like Spark, Flink, Presto, Synapse, BigQuery, Greenplum and others. Understand most of SQL interface to tabular, relational datasets. Some distributed analytic engines like Trino(formerly Presto), Druid, Clickhouse, Redshift, Snowflake, Synapse, BigQuery, Greenplum (and other tools commonly referred to as data warehouses) integrate proprietary storage services with the analytics engine, creating self-contained data lakes functionality. The Must-Haves. A degree or higher in Computer Science, Electronics or Electrical Engineering, Software Engineering, Information Technology or other related technical disciplines. Designed high performance scalable infrastructure stacks for Big Data Analytics. Write unit, functional and end-to-end tests. Real passion for data, new data technologies, and discovering new and interesting solutions to the company data needs. Excellent communication skills to communicate with the product development engineers to coordinate development of data pipelines, and or any new products features that can be built on top of the results of data analysis. The Nice-to-Haves.Experience in handling large data sets (multiple PBs) and working with structured, unstructured and geographical datasets. Good experience in handling big data within a distributed system and knowledge of SQL in distributed OLAP environments. Knowledgeable on cloud systems like AWS, Azure, or Google Cloud Platform. Familiar with tools within the Hadoop ecosystem, especially Presto and Spark. Good experience with programming languages like Python, Go, Scala, Java, or scripting languages like Bash. Design and implement RESTful APIs, and build, deploy performant modern web applications in React, NodeJS and TypeScript. Deep understanding on databases and best engineering practices - include handling and logging errors, monitoring the system, building human-fault-tolerant pipelines, understanding how to scale up, addressing continuous integration, knowledge of database administration, maintaining data cleaning and ensuring a deterministic pipeline.",3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,5,TRUE,null,Full Time,"Senior Business Analyst, Salesforce Delivery","Get to know the Role. This role plays a critical role of a Salesforce Senior Business Analyst with an exciting journey to enhance our Salesforce platform and improve adoption. The candidate will need a strong techno-functional background in Salesforce (out-of-the-box standard functionality and custom solutions) with proven hands-on experience in Service Cloud, Sales Cloud and Community Cloud modules.The Day-to-Day Activities. A self-starter; with the ability to identify and pursue opportunities without being provided explicit direction. Translates business strategy into technical requirements and IT solutions by developing a deep understanding of the customer and product needs. Shares the product vision and works closely with the Business Owner, Scrum Master to ensure the team delivers value to the business. Demonstrates ability to influence business unit leads to meet project objectives. With agile delivery experience, leading business and functional requirements definition, prioritization/scoping of requirements, perform functional testing on the deliverables. Engage with business stakeholders, gather requirements using various methods such as interviews, workshops, business processes, use cases, wireframes and business workflow analysis, and map them to solutions that leverage Salesforce functionality. Craft business requirement documents, process level, flows, user stories, functional specifications and system design specifications. Ensures traceability between requirements to Features to user stories. Play a critical role in managing the product backlog. Work with the business to understand and prioritize needs while proactively suggesting future enhancements, improvements and drive adoption. Ability to conduct UAT training, create UAT test scripts and run end to end UAT and SIT sessions with cross-team stakeholders in system testing of new functionality or bug fixes. Strong experience in client facing roles and managing stakeholder expectations with good problem solving, analytical skills and good Story-telling skills. Strong knowledge of Salesforce Product features (Sales and Service cloud) and ability to configure and run POC demos with the business. Strong understanding and hands-on experience of Salesforce Out of the box features (Flows, Security model, Shield Encryption, Process Automation, Handling Large Data Migrations, SOQL/SOSL, Reports, Dashboards, Data models and strong configuration), customization skills. Ability to Identify opportunities to leverage the platform in addressing emerging business needs, solving business problems while providing guidance to developers while solutioning. Collaborate with developers on technical architecture and bring deep domain expertise to the team. Ability to identify bottleneck issues in systems/designs and propose appropriate and innovative solutions. Proven experience in implementing large scale Integrations - web services and good understanding of Authentication mechanisms and deployment processes. Excellent verbal and written communication skills, excellent presentation skills, Ability to communicate effectively with different levels within the organization and collaborate with cross-functional business partners and technical teams. Certifications: Certified Salesforce Administrator, Certified Salesforce Advance Administrator, Sales Cloud Certified, Service Cloud Certified, Salesforce Business Analyst. The Must-Haves. Must have at least 6 years of business analysis experience in Salesforce platform. Strong knowledge and experience with configuration (Flows, Security Model, Shield Encryption, Process Automation, Handling Large Data Migrations, SOQL/SOSL, Reports, Dashboards,Data Models, Omni-channel, Out of the box capabilities etc), customization, Implementing Integrations of Salesforce platform, Shield Platform, Lightning Aura/LWC frameworks, Communities, Security aspects of Salesforce applications. Strong business analysis experience in the Salesforce platform. Good understanding of CI/CD platforms like Gitlab, Copado,Jenkins, Ant tool etc.Excellent troubleshooting experience and problem solving with Salesforce ( Lightning components, Flows / Processes, Lightning page performance, SOQL performance, API integrations and so on). Strong business acumen and lead the solution discussions & presentations with business stakeholders and project team. Knowledge of Agile and Scrum Framework. The Nice-to-Haves. Salesforce Certified CPQ Specialist will be an added advantage. Experience working with Marketing Cloud, Pardot and AppExchange (Conga, Adobe Sign).",3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
14,6,TRUE,null,Full Time,Revenue Assurance Specialist,"Job Description. Review processes, systems, projects relevant to the various revenue streams to evaluate the effectiveness of internal controls with the aim of minimising possible revenue and cost leakage. Understand the entire digital landscape including migration from old stacks to new stacks for various business lines and new digital initiatives driven by the organisation to perform a risk-based-impact assessment and recommend audit coverage for future. Analyse key spends related to revenue-growth-management (eg: promotions, free of cost services etc), identify gaps/wastages (if any) and recommend underlying processes and controls to enhance maturity Advise management with outside-in perspectives on best practices /SOPs/operating models in telecom sector across business lines to support the controls maturity journey in the light of business transformation (B2C, Enterprise consumers, B2B etc). Actively work with the analytics coder to provide business /audit insights to develop, test, rectify and refine analytics on-ground (backend scripts and front-end visualisation) and deploy it on audit engagements to enhance coverage, depth, outcomes and efficiencies in the longer-term. Suggest and partner with the business to enable them to develop the appropriate framework and processes on automated tracking and monitoring of revenue assurance-related issues. Develop and suggest key levers to be included in the roadmap to improve revenue assurance maturity across existing and future business lines to ensure all revenue streams are covered. Define and drive the strategy to detect fraudulent activities Act as a team lead during audit engagements, ensuring that audit project are managed and coordinated effectively. Support the GIA function in various audit and advisory projects beyond Revenue Assurance/telecom sectors, when needed. Job Requirements. Minimum 5 years of relevant work experience in revenue assurance ideally in the telecommunication sector. Possess good business acumen and have an inquiring mind. Meticulous, highly analytical, process-driven self-starter with the ability to work independently and as a team member. Good interpersonal skills, able to work in diverse environment and build good working relationships with business counterparts. Good report-writing and communication skills. Overseas travelling will be required.",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
14,6,TRUE,null,Full Time,"Deputy Manager, Investor Relations & Sustainability","Job Description. Work alongside Keppel Capital listed REITs and Trust and private equity funds to develop and execute ESG strategy and initiatives that are aligned with Keppel Group. Prepare ESG updates to stakeholders including board of directors, senior management and key executives. Coordinate with various departments to monitor progress towards achieving ESG goals/targets. Prepare sustainability reports in alignment with global reporting standards. Partner investor relations and client relations teams to prepare ESG-related presentations and materials for the investment community. Keep abreast of sustainability related developments and trends. Perform gap analysis to improve/or participate in ESG ratings/benchmarks/indices. Drive sustainability enhancement initiatives and stakeholder outreach and engagement programmes and efforts. Job Requirements. Degree in related/relevant discipline (e.g. sustainability, environment or social science, accountancy, business) or knowledge of key sustainability standards and frameworks (e.g. GRI, UN SDG, TCFD). Familiarity with ESG benchmarks/indices (e.g. GRESB, CDP, MSCI). Minimum 4 years of relevant working experience Creative self-starter with an outgoing personality, and a team player. Strong research, analytical and writing skills. Good networking and communication skills. Able to multi-task and work well under pressure to meet tight deadlines.",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
14,6,TRUE,null,Part Time,"Executive, Finance","Job Description. The selected individual will be supporting Keppel's Fund Management & Investment Platform. This individual will be stationed at MiWorld in 2023 and will relocate to Keppel Bay Towers in 2024. Assist in the timely closing of accounts and preparation of audit schedules. Assist in preparation of financial schedules, statutory accounts and ensuring quality of accounts meets the agreed service levels. Assist in preparation of month-end journals in accordance with established processes, work procedures and local legal and statutory requirements. Assist in quarterly GST reports preparation, interested/related parties transactions, sponsorship and donation reports. Perform reconciliation of monthly audit schedules, inter-company and bank transactions. Assist in management of fixed assets including disposals and valuations. Handle settlement to fixed assets and maintain fixed asset registers for assigned Companies and Cost Centre groups. Preparation and filing of financial statements in XBRL format. Support external and internal audit, tax reporting and other statutory requirements. Assist to ensure that service is delivered to customers in accordance with pre-defined Service Level Agreements. Liaise and work with Business Unit Finance staff and Finance Shared Service Centre colleagues effectively in delivering service level established. Participate in process improvement projects. Ad-hoc tasks assigned by supervisor. Job Requirements. Diploma in Accounting or Business/Finance. Minimum 2 to 3 years of relevant working experience. Strong accounting knowledge and application of Singapore FRS. Displays positive attitude, team player, meticulous and the ability to multi-task and work under tight timelines. Able to work independently and possess good communication skills. Proficient in MS Office applications. Experience working in finance shared services and knowledge of SAP, BPC and ticketing tools would be advantageous",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
28,7,TRUE,null,Full Time,Workshop Executive,"Job Responsibilities: Support the Workshop Manager in managing the Taxi Maintenance operations and ensure all KPIs are met. Ensure operation costs including but not limited to material, manpower and operating are kept within the operation budget. Review and enhance the existing systems without compromising quality or service while optimizing cost. Manage and ensure smooth day-to-day operations. Produce statistics and reports, to review performance and recommend procedural enhancement for discussion. Establish, implement and monitor safe working practices and procedures. Perform routine safety inspections on equipment and sites to ensure workshop conforms to all health & safety regulations. Job Requirements: Degree/Diploma holder in Mechanical / Electrical / Electronic Engineering discipline or equivalent qualification. Minimum two years experience in operations environment preferably from Automotive Industry. Able to build effective relationship with cross-divisional teams Proven tactfulness in communicating with others and constructively resolve challenges. Excellent interpersonal and communications skills",3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
24,7,TRUE,null,Part Time,Class 4 Driver,Job Description.Perform deliveries. Perform daily check of vehicle to ensure good and safe working condition Ensure all Vehicle Parts are delivered and received in good and proper condition. Job Requirement Familiar with Singapore roads. Good driving records over last 2 years. Minimum Class 4 driving license. Basic knowledge in vehicle conditions. Willing to work half day on every Saturdays.,3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,7,TRUE,null,Full Time,Systems Engineer,"Job Responsibilities & Duties. Support of systems and applications. Assist on designated departments system eg. respective CMS. Drive/support various infrastructure projects. Ensure updated and good understanding of business needs for identify technological gaps. Propose suitable technological interventions (in terms of applications, integration costs etc.) to ensure that IT business support is up-to-date for business efficiency and effectiveness. Provide end-user helpdesk support for the various systems and applications within the organization to ensure business continuity and smooth operations. Work with application team on the support structure. Technical & Educational Competencies. Possess minimally a Diploma in ICT / Information Technology Preferably 1-3 years of experience or exposure in infrastructure and systems. Experience in Infrastructure, desktops, LAN and Wireless networking, Windows technology, Microsoft 365. Prior exposure and knowledge with cloud platforms (eg. Azure), MS Office VBA, DevOps and Agile will be preferred. Basic understanding of cybersecurity. Possess basic technical knowledge of infrastructure deployments, networking, SDLC model and some programming fundamentals will be bonus (eg. Powershells, batch scripting). Functional Competencies.Excellent interpersonal and communication skills. Ability to work well individually as well as in a team setting.",3,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,8,TRUE,null,Full Time,Executive - Cybersecurity (Marine),"Responsibilities. Ability to administer user account e.g. creating, deleting, or updating user account information, assigning user access rights, resetting passwords. Ability to administration and management of server and its software such as installation, backup, maintenance and troubleshooting. Ability to monitor and tune system performance to improve resource usage, avoid hardware failure and processing bottleneck. Ability to carry out regular security hardening exercise on system by applying application/operating system updates, patches and configuration changes. Ensure the security settings of systems are carried out as per the company security rules. Analyze system/event logs, identify and correct potential issues with the systems. Facilitate development and implementation of new installations, migrations and improvements to the structure and efficiency of company IT network. Familiar with GPO, DNS, DHCP, Firewall, IDS/IPS, Nessus and Endpoints protection. Maintains the project asset inventory lists. Project advisory on IT security and compliance based on company policies and standards. Perform IT security checks and verification. Assist in fronting information security audits. Requirements. At least 2 years of experiences in a cyber security setting. Minimum 2 years of experience in Systems administration. Degree/ Diploma in IT/ Computer Science/ Network/ Computing/ Computing Engineering. Experience VMWare will be an added advantage. Relevant certifications such as Cybersecurity Plus for System Administrator, CompTIA Advanced Security Practitioner (CASP+) and CISSP will be advantageous. Only Singaporean",6,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,8,TRUE,null,Full Time,UAV Engineer(Drone),"Roles & Responsibilities. Issues Resolution: You will work closely with our customers and provide first line technical support to resolve issues with customers' drone systems. Field work is required. Maintenance and Repair of Drone Systems: You will be responsible to perform maintenance routines on Drone Systems. On-site field work is required. You will diagnose, troubleshoot, and repair Drone Systems. You will also generate maintenance reports and track rectification of issues. Creation and Upkeep of Manuals: You will be responsible to generate and update Maintenance Manuals and User Manuals. You will create preventive maintenance policies and user guidelines based on field experience and customer feedbacks. Requirement. Diploma in Electrical Engineering / Aerospace Engineering / Mechanical Engineering. Good to have 1-2 years of maintenance experience in aviation or drone industry is preferred. No working experience required, on the job training provided. 5 days work, 3 weekdays and 2 weekends.",2,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,8,TRUE,null,Full Time,Senior Engineer - Instrument Control & Automation,"Roles & Responsibilities. Responsibilities. Lead and manage ICA scope of work with the project. Responsible for preparing project documents, developing budgets, meeting client requirements, implementing project procedures, and making sure the project is completed on time and within budget. In addition, you would be responsible for overseeing the design, installation, and supply of ICA systems. Day-to-day, draw up schedules, allocate time, resources, budget, working with the engineering team, construction team and client to ensure work is completed on time, to a high standard. Strong organizational skills, technical knowledge of electrical systems in a process plant, leadership, strong computer skills, and time management.Manage, expedite, and support consultants' and contractor document submittals, budgets and schedules. Serve as an interface between the ICA Engineering Design team and construction team to facilitate execution of project. Liaise with customers/consultants/project managers concerning approval of plans and drawings, acceptance of work, progress of work, problem solving, etc. Attend site meetings and inspections, report regularly on progress and monitor project schedule. Responsible to handle projects independently Resolve any technical difficulties and other problems that may arise in site or project. Testing and Commissioning of the completed installations with Customers/Consultants/Sub-Contractors Assisted with the development of new ICA engineering standards and maintained and improved existing standards and guidelines. Prepared ICA-related scope documents, exhibits, budgets, specifications, schedules, and Requests for Proposal (RFPs). Coordinated project construction with project and construction managers to resolve critical and time sensitive construction-related ICA issues. Requirements.Degree in Instrumentation, Automation, Mechatronics or its equivalent. Previous experience in ICA projects is crucial. At least 5 years experience as ICA Project Engineer Knowledge of EPC/M work processes as well as familiarity with the various project phases and the scope/deliverables Knowledge of the application, specification, and installation of tagged field instruments Thorough understanding of P&ID symbology and presentation techniques required.",5,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
7,9,TRUE,null,Full Time,"Senior Executive / Executive, Corporate Secretariat (Company Secretary)","Roles & Responsibilities. Job Summary: This position serves as a Senior Executive/Executive within the Corporate Secretariat Department. The role involves providing corporate secretarial support to a group of companies within the Hong Leong Group, Singapore. The portfolio of companies may include a listed entity such as City Developments Limited (CDL).The support includes ensuring compliance with relevant legislative, regulatory, and listing requirements, as well as maintaining high standards of corporate governance based on best practices. Responsibilities. Handle corporate secretarial work of a group of companies, both listed and unlisted. Organise board and shareholders' meetings. Prepare board papers. Record minutes of meetings. Draft resolutions and announcements. File statutory forms and release announcements to SGX-ST Requirements. ICSA candidates with at least three years of experience in corporate secretarial work. Experience in handling listed companies. Proficiency in ViewPoint, MS Word and Excel. Familiar with corporate secretarial procedures. Resourceful and able to handle varying work assignments. Able to work independently and under time pressure. Corporate secretarial experience in supporting operation in China is advantageous. Good verbal and written communication skills in English are essential",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
7,9,TRUE,null,Full Time,"Executive, Finance","Job Description. The selected individual will be supporting Keppel's Fund Management & Investment Platform. This individual will be stationed at MiWorld in 2023 and will relocate to Keppel Bay Towers in 2024. Assist in the timely closing of accounts and preparation of audit schedules. Assist in preparation of financial schedules, statutory accounts and ensuring quality of accounts meets the agreed service levels. Assist in preparation of month-end journals in accordance with established processes, work procedures and local legal and statutory requirements. Assist in quarterly GST reports preparation, interested/related parties transactions, sponsorship and donation reports. Perform reconciliation of monthly audit schedules, inter-company and bank transactions. Assist in management of fixed assets including disposals and valuations. Handle settlement to fixed assets and maintain fixed asset registers for assigned Companies and Cost Centre groups. Preparation and filing of financial statements in XBRL format. Support external and internal audit, tax reporting and other statutory requirements. Assist to ensure that service is delivered to customers in accordance with pre-defined Service Level Agreements. Liaise and work with Business Units Finance staff and Finance Shared Service Centre colleagues effectively in delivering service level established. Participate in process improvement projects. Ad-hoc tasks assigned by supervisor. Job Requirements. Diploma in Accounting or Business/Finance. Minimum 2 to 3 years of relevant working experience. Strong accounting knowledge and application of Singapore FRS. Displays positive attitude, team player, meticulous and the ability to multi-task and work under tight timelines. Able to work independently and possess good communication skills. Proficient in MS Office applications. Experience working in finance shared services and knowledge of SAP, BPC and ticketing tools would be advantageous",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
7,9,TRUE,null,Full Time,"Senior Manager, Asst Vice President, Investment","Job Summary. City Developments Limited is seeking a talented Senior Manager/Asst Vice President to join us. This position supports the Chief Investment Officer (CIO) primarily in CDL Group local (Singapore) and overseas investments (United Kingdom, UK) and business development related undertakings. Responsibilities. Assist in the formulation of investment and asset management strategies. Responsible for deal sourcing to seek out, identify and execute potential investment and divestment opportunities. Ability to execute deals independently, including: Conduct feasibilities studies and due diligence. Conduct financial modeling and analysis. Prepare investment memos Independently coordinate with internal stakeholders and external professionals in conducting due diligence Structuring Determination of the optimal risk allocation to develop a transaction structure for the project. Support the CIO in establishing effective investment management structure and processes. Ability to conduct in-house valuations, as required. Maintain performance reports to assess up-to-date evaluation of committed investments. Support Group Investments (GI) for compliance-related and risk management matters, ensuring that business processes are conducted within CDL Group framework and guidelines. Assist in the preparation of management presentations for CIO, as required. Requirements. Minimum Bachelor Degree in Real Estate / Finance / Business or related disciplines with minimum 12 years of relevant working experience providing direct support to senior management team. Proven track record in acquisition of development and investments properties in particularly United Kingdom (UK) and Singapore. Possess excellent financial and business acumen, self-motivated and ability to work independently and as a team player. Good understanding of investment operations. Strong organisational and interpersonal skills. Excellent verbal and written communication skills",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,10,TRUE,null,Contract,AC / VC Support (2 Years Contract),"Responsibilities:To support and manage the installation and setup of Video Conference System for the different Business Units in Singtel. To support the setup of Ad-hoc AV VC requirement for Business Units. To ensure the high availability (>90%) and the usability of the Video Conference System within Singtel buildings. To ensure good end user experience for users while using TEAMS, ZOOM or Webex when using Video Conference System To liaise and assist in getting the quotation (VC system, Infra and Property) for the Business Units when they require to setup a new Video Conference System To ensure the setup and commissioning of the Video Conference System is following the current best practices in Singtel. To make periodic health checks on the Video Conference system to ensure the high availability of the system. Tracking of VC assets owned by GIT. To support Top Executive meetings or event when using TEAMS, ZOOM or Webex. To setup iPads for MC and/or Board meetings. Requirements: Minimum ITE in IT related course or equivalent. Minimum 3 years of working experience. Understanding of how Video Conference System works including the backend infra such as Cisco Call Manager. Experience in Troubleshooting and Maintenance of Audio Visual and Video Conference System. Understanding of Network Infra and the ability to do simple trouble shooting. Experience in supporting TEAMS and/or ZOOM meeting and/or events",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,10,TRUE,null,Full Time,DevOps Engineer,"Roles & Responsibilities. Key Responsibilities. Build framework and tools, remove manual operation; improve operational efficiency of the Core Service and Operation pillars. Build onboarding tools to improve operational efficiency of the Operation pillars to successfully onboard thousands of Singtel business applications. Build service and application for Core Service and Operation pillars to handle their daily task and offers service to application team. Build analytic tools for Operation pillar, so that they are able to handle discovery, categorization and remediation of issues within thousands of Singtel Business assets with ease. Improve existing enterprise architecture solution of DevSecOps operations. Evangelize Singtel DevSecOps practice to application team, gain their trust and work together toward common goal Working with other platform service provider teams such as CloudOps, API Gateway, SRE, OCP, HCI team, integrate their operation process into DevSecOps Core Services Eat your own dog food, we develop it, we build it, we run it. Be a team player with other pillars, supporting their daily operational tasks. The ideal candidate must possess. Desire to be a hero, campaigning DevSecOps practice in software engineering battleground. Bachelor degree in a relevant field (i.e. IT, Computer Science or Software Engineering) At least 5 years of professional software development experience, designing and delivery application to productions. Experience with following primary programming languages Java, Python Experience with secondary programming languages Swift, Ruby, Go, Javascript. Understand using and extending build tools such as Gradle, Maven, NPM. Know how to work with REST API, JSON, YAML and data Sound computer science fundamentals including data structures, algorithms, and multithreading. Good oral and written communication skills. Must be proactive, resourceful and self-motivated with strong analytical skills. Experience in software and application development that requires analysis and design work. Must be able to work with limited access to own system (access grant by request, not given) Deliver product through SDLC and Change Management process, even though own team has the privilege access Knowledge/Experience in Continuous Integration and Automated Testing Knowledge/Experience in Agile Development and Management tools. Good to have: Experience working on mobile application development, or web front-end application. Experience working on Atlassian tools integration Experience working with DevOps tools such as Puppet, Ansible, Terraform. Experience in Amazon Web Services, CloudFormation, Kubernetes. Experience in Python Jinjia2 templating modules",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
20,10,TRUE,null,Full Time,Development Operation Engineer,"KEY RESPONSIBILITIES. Automate Docker, OpenShift Container Platform (OCP), GKE and Azure Cloud . Automation using scripting such as Terraform, Python, Linux script, Powershell, Shell script Using DevOps tools such as Jira, Confluence, BitBucket and Nexus Repo. Education and Qualifications.Diploma or Degree [please specify the related qualification required] Work Experience. More than 6 years in Application Development. 5 years in implementation of DevOps for Container and Azure Cloud Platform.Technical / Professional Skills. Knowledge and experience in Azure Cloud and Container Platform. Scripting skill such as Terraform, Python, Linux script, Powershell, Shell script, YAML Good Knowledge of security controls on Azure Cloud. Good knowledge on Bitbucket, Jira, Confluence",1,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
16,11,TRUE,null,Full Time,Food & Beverage Assistant,"Roles & Responsibilities. Meet, greet and lead guests to their seats. Take customer orders and deliver food and beverages. Clear and remove soiled dishes. Present bills to customer and collect payment from the customer. Arrange table settings and maintain a tidy dining area. Prepare and set-up restaurant for service. Respond promptly to customer inquiries. Undertake any other duties as requested by the Manager. Job Requirements. Team player but also able to work independently. Customer oriented with a pleasant disposition. Able to multi task and thrive in a fast paced environment. Able to work on rotating shifts, weekends and public holiday",2,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
16,11,TRUE,null,Full Time,Chef,"Roles & Responsibilities. Assisting Senior Chef. Measuring ingredients accurately for Senior Chef(s). Preparation work such as washing, peeling, seasoning and chopping of vegetables and meats. Preparation of basic sauces, as directed by the Senior Chef(s). Receiving of deliveries and verifiying all ordered items are received and stored properly. Taking inventory of supplies and notifiying relevant person(s) when stock is low. Disposal of expired & spoiled food items stored in stock rooms, refrigerators and freezers. Cleaning & ensuring all work stations are organised and sanitised. Kitchen management, procurement of kitchen items & reporting on stock levels of ingredients.Leading and maintaining order of kitchen team during Senior Chef(s) absence. Guiding new/junior kitchen staff members, including but not limited to, line cooking and food preparation. Ensures FIFO food rotation system and verifies all food products are properly dated for quality. Trains new/junior kitchen staff members to kitchen standards. Minimising waste and work with existing systems to improve waste reduction & manage budgetary concerns. Works with Senior Chef(s) to maintain kitchen organisation, staff ability & training opportunities. Ensure food storage units all meet standards & are consistently well-managed and clean",2,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
16,11,TRUE,null,Full Time,Pastry Chef,"Pastry Chef Responsibilities: Operating and managing the pastry section of the kitchen and liaising with the executive and sous chefs to ensure a successful working environment. Preparing ingredients and handling baking and other kitchen equipment. Creating pastries, baked goods, and confections, by following a set recipe. Developing new recipes for seasonal menus. Decorating pastries and desserts to ensure beautiful and tasteful presentation. Meeting with customers to discuss details and planning of custom-made desserts and pastries for special occasions, such as weddings. Monitoring the stock of baking ingredients. Ordering new supplies, ingredients, and equipment for the pastry section, when needed, and within budget. Ensuring their section of the kitchen adheres to safety and health regulations. Supervising and training staff members, when needed. Pastry Chef Requirements: High school diploma. Post-secondary training at a culinary institution. Certificate in culinary arts, pastry-making, baking, or relevant field. 2 or more years’ experience working within the food industry as a Pastry Chef, Baker, or relevant role. Working knowledge of baking techniques and the pastry-making process. Creative ability with artistic skill in decorating cakes and other desserts. Keen attention to detail. In-depth knowledge of sanitation principles, food preparation, and nutrition. Flexible working hours, including weekends and evenings, when necessary. Capable of working in a fast-paced, production environment.",2,2023-08-29 16:48:58.494 +0800,2023-08-29 16:48:58.494 +0800
